date,open,high,low,close,adj Close,volume
04/04/2016,3.875,3.875,3.875,3.875,3.875,0
05/04/2016,3.65,4.1,3.65,3.875,3.875,50150
06/04/2016,3.875,3.875,3.875,3.875,3.875,0
07/04/2016,3.7,3.7,3.7,3.75,3.75,50000
08/04/2016,3.75,3.75,3.75,3.75,3.75,0
11/04/2016,3.75,3.75,3.75,3.75,3.75,0
12/04/2016,3.9,3.9,3.9,3.875,3.875,75000
13/04/2016,4.15,4.15,3.5,3.75,3.75,156189
14/04/2016,3.75,3.75,3.75,3.75,3.75,0
15/04/2016,3.75,3.75,3.75,3.75,3.75,0
18/04/2016,3.8,3.8,3.8,3.75,3.75,50000
19/04/2016,3.863,3.863,3.863,3.75,3.75,25000
20/04/2016,4,5.23,3.833,4.125,4.125,1222832
21/04/2016,4.12,4.12,4.075,4.125,4.125,63349
22/04/2016,3.5,3.725,3.375,3.75,3.75,429803
25/04/2016,3.67,3.675,3.65,3.75,3.75,308584
26/04/2016,3.64,3.64,3.5,3.75,3.75,239547
27/04/2016,3.55,3.65,3.55,3.75,3.75,129992
28/04/2016,3.95,4.24,3.9,4,4,717364
29/04/2016,3.9,4.1,3.55,4,4,940683
03/05/2016,3.8,3.8,3.8,3.875,3.875,50000
04/05/2016,3.6,4,3.6,3.875,3.875,245000
05/05/2016,3.875,3.85,3.62,3.875,3.875,115265
06/05/2016,3.85,4,3.85,3.875,3.875,90962
09/05/2016,3.875,3.875,3.875,3.875,3.875,0
10/05/2016,3.875,3.875,3.875,3.875,3.875,0
11/05/2016,3.5,3.5,3.5,3.875,3.875,11445
12/05/2016,3.875,3.85,3.6,3.875,3.875,152637
13/05/2016,3.6,3.85,3.6,3.875,3.875,3456623
16/05/2016,3.65,3.74,3.525,3.875,3.875,385299
17/05/2016,3.62,3.62,3.62,3.75,3.75,8077
18/05/2016,3.65,3.65,3.65,3.75,3.75,5000
19/05/2016,3.75,3.75,3.75,3.75,3.75,0
20/05/2016,3.75,3.75,3.75,3.75,3.75,0
23/05/2016,3.75,3.75,3.75,3.75,3.75,0
24/05/2016,3.75,3.75,3.75,3.75,3.75,0
25/05/2016,3.75,3.75,3.75,3.75,3.75,0
26/05/2016,3.65,3.65,3.5,3.75,3.75,352762
27/05/2016,3.55,3.55,3.55,3.625,3.625,94597
31/05/2016,3.613,3.663,3.613,3.625,3.625,28208
01/06/2016,3.9,3.9,3.9,3.875,3.875,128070
02/06/2016,3.89,4.4,3.7,3.625,3.625,2087671
03/06/2016,3.75,3.75,3.45,3.5,3.5,745412
06/06/2016,3.31,3.89,3.31,3.5,3.5,2900727
07/06/2016,3.625,3.675,3.59,3.625,3.625,788620
08/06/2016,3.66,3.95,3.61,3.75,3.75,1120352
09/06/2016,3.618,3.85,3.618,3.75,3.75,930675
10/06/2016,3.79,3.84,3.65,3.75,3.75,1246769
13/06/2016,3.651,3.74,3.651,3.75,3.75,104119
14/06/2016,3.575,3.74,3.55,3.75,3.75,971040
15/06/2016,3.675,3.675,3.5,3.75,3.75,579015
16/06/2016,3.575,3.575,3.325,3.375,3.375,618151
17/06/2016,3.26,3.363,3.25,3.5,3.5,933110
20/06/2016,3.26,3.325,3.15,3.5,3.5,1633167
21/06/2016,3.25,3.32,3.25,3.5,3.5,220164
22/06/2016,3.3,3.4,3.3,3.5,3.5,193196
23/06/2016,3.4,3.4,3.25,3.5,3.5,1072033
24/06/2016,3.075,3.3,3.075,3.25,3.25,856420
27/06/2016,3.138,3.15,3,3.25,3.25,805000
28/06/2016,3.15,3.46,3.15,3.25,3.25,873147
29/06/2016,3.45,3.9,3.45,3.625,3.625,2001942
30/06/2016,3.503,3.65,3.35,3.375,3.375,1513374
01/07/2016,3.5,3.51,3.36,3.375,3.375,975372
04/07/2016,3.5,3.5,3.49,3.5,3.5,362857
05/07/2016,3.74,3.748,3.555,3.5,3.5,500910
06/07/2016,3.6,4.11,3.6,4,4,1008673
07/07/2016,3.85,3.89,3.75,3.875,3.875,176385
08/07/2016,3.875,3.875,3.76,3.875,3.875,783159
11/07/2016,3.875,4.076,3.5,4,4,2718682
12/07/2016,4.09,4.625,4.015,4.25,4.25,2568836
13/07/2016,4.7,5.085,4.25,4.75,4.75,4444694
14/07/2016,5.125,5.125,4.76,5,5,1612461
15/07/2016,4.8,4.8,4.6,4.75,4.75,336933
18/07/2016,4.84,5.51,4.84,5.5,5.5,1399977
19/07/2016,5.5,5.6,5,5.125,5.125,1487964
20/07/2016,5.16,5.25,4.85,5,5,1180805
21/07/2016,5.015,5.14,4.915,5,5,1263912
22/07/2016,5.12,5.2,5.005,5.125,5.125,930234
25/07/2016,5.183,5.223,5.125,5.125,5.125,457304
26/07/2016,5.13,5.183,4.75,4.875,4.875,1187640
27/07/2016,4.96,5,4.85,4.875,4.875,175478
28/07/2016,4.91,4.91,4.55,4.75,4.75,556703
29/07/2016,4.56,4.835,4.56,4.75,4.75,123887
01/08/2016,4.833,5,4.6,5,5,251831
02/08/2016,4.8,4.8,4.26,4.625,4.625,2283218
03/08/2016,4.75,5.225,4.65,5.125,5.125,741891
04/08/2016,5.689,6.533,5.31,6,6,9027146
05/08/2016,6.125,6.4,5.8,6,6,1256145
08/08/2016,6.11,6.925,6.11,6.75,6.75,3577171
09/08/2016,7.05,7.05,6.5,6.625,6.625,1667051
10/08/2016,6.5,6.5,6.25,6.375,6.375,717170
11/08/2016,6.468,6.738,6.468,6.625,6.625,585893
12/08/2016,6.35,6.75,6.35,6.75,6.75,542023
15/08/2016,6.69,6.75,6.525,6.75,6.75,312220
16/08/2016,6.675,7,6.625,6.75,6.75,218559
17/08/2016,6.65,7.875,6.65,7.75,7.75,1063063
18/08/2016,8,8.25,7.25,7.375,7.375,969457
19/08/2016,7.35,8,6.88,7.5,7.5,1563155
22/08/2016,7.5,7.5,7.1,7.25,7.25,734297
23/08/2016,7.25,7.25,7.248,7.5,7.5,255150
24/08/2016,7.3,7.64,7.3,7.5,7.5,104908
25/08/2016,7.6,7.6,7.275,7.5,7.5,248061
26/08/2016,7.3,7.3,7.3,7.375,7.375,100000
30/08/2016,7.35,7.35,6.76,6.875,6.875,305460
31/08/2016,6.77,6.77,6.15,6.5,6.5,1159675
01/09/2016,6.35,6.6,6.3,6.125,6.125,445686
02/09/2016,6,6.97,6,6.75,6.75,2105213
05/09/2016,6.86,7.298,6.65,7.25,7.25,2239646
06/09/2016,7.1,7.14,6.76,6.875,6.875,1454634
07/09/2016,6.65,6.85,6.65,6.75,6.75,624197
08/09/2016,6.79,6.8,6.5,6.75,6.75,827849
09/09/2016,6.8,6.95,6.68,6.75,6.75,681080
12/09/2016,6.925,6.925,6.26,6.5,6.5,2266964
13/09/2016,6.25,6.5,6.185,6.375,6.375,2443518
14/09/2016,6.8,7,6.6,6.875,6.875,3438428
15/09/2016,6.65,6.95,6.65,6.75,6.75,347952
16/09/2016,6.8,6.925,6.65,6.75,6.75,317214
19/09/2016,6.65,7.25,6.65,7.125,7.125,1779475
20/09/2016,7.15,8.625,7.15,8.125,8.125,7535953
21/09/2016,8.113,8.2,7.725,8,8,2563262
22/09/2016,7.69,7.69,7.3,7.5,7.5,2390692
23/09/2016,7.55,7.688,7.55,7.625,7.625,399758
26/09/2016,7.49,7.49,7.37,7.5,7.5,136176
27/09/2016,7.5,8,7.388,7.625,7.625,3135887
28/09/2016,7.53,7.68,7.41,7.5,7.5,1430756
29/09/2016,7.4,7.625,7.25,7.25,7.25,700443
30/09/2016,7.4,7.5,7.333,7.5,7.5,767847
03/10/2016,7.49,7.7,7.333,7.625,7.625,1023497
04/10/2016,7.39,7.8,7.31,7.625,7.625,1110714
05/10/2016,7.835,8.75,7.835,8,8,2343979
06/10/2016,8,8.44,8,8.125,8.125,1434994
07/10/2016,8.2,8.2,8.01,8.125,8.125,852054
10/10/2016,8.129,8.1,7.875,7.875,7.875,1435660
11/10/2016,7.88,8.4,7.88,8.25,8.25,1402775
12/10/2016,8.2,8.2,7.975,8.125,8.125,691116
13/10/2016,8.09,8.1,7.775,8.125,8.125,563915
14/10/2016,8.09,8.2,7.81,8.125,8.125,1007133
17/10/2016,8.2,8.25,7.9,8,8,1272071
18/10/2016,8.2,8.2,7.92,8,8,495532
19/10/2016,8.2,9.7,8.2,9.25,9.25,6484332
20/10/2016,9.27,9.98,9,9.625,9.625,4180474
21/10/2016,9.75,11.875,9.36,11.125,11.125,8874954
24/10/2016,10.75,11.19,10,10.625,10.625,4422796
25/10/2016,10.75,10.75,10.225,10.5,10.5,2516278
26/10/2016,10.25,10.65,10.25,10.625,10.625,2124253
27/10/2016,10.515,10.55,10.13,10.375,10.375,2704097
28/10/2016,10.5,11.422,10.5,10.875,10.875,4568762
31/10/2016,10.75,10.85,10.26,10.375,10.375,2193655
01/11/2016,10.25,10.375,10,10.125,10.125,3132557
02/11/2016,10,10.27,9.6,10,10,2260355
03/11/2016,9.8,10,9.575,9.625,9.625,1591057
04/11/2016,9.5,9.59,9.325,9.5,9.5,1788381
07/11/2016,9.325,9.375,9.25,9.375,9.375,1120913
08/11/2016,9.26,9.26,8.85,9.25,9.25,1983851
09/11/2016,8.375,9.9,8.313,9.75,9.75,5487754
10/11/2016,9.7,10.375,9.7,10.375,10.375,2955895
11/11/2016,10.35,10.5,9.49,9.875,9.875,1842594
14/11/2016,9.87,10.65,9.6,10.5,10.5,2201657
15/11/2016,10.25,10.5,9.87,10.5,10.5,1958189
16/11/2016,10.36,10.75,10.32,10.375,10.375,1559009
17/11/2016,10.45,10.45,10.25,10.375,10.375,1768890
18/11/2016,10.3,10.3,9.998,10.125,10.125,1924010
21/11/2016,10.21,10.5,10.05,10.125,10.125,3013488
22/11/2016,10.26,10.33,9.75,10.25,10.25,3010454
23/11/2016,10.24,10.783,9.653,9.875,9.875,7447256
24/11/2016,9.8,9.99,9.625,9.75,9.75,2331209
25/11/2016,9.666,9.9,9.625,9.625,9.625,2303910
28/11/2016,9.675,9.83,9.61,9.625,9.625,2260092
29/11/2016,9.625,9.7,9.1,9.125,9.125,3021234
30/11/2016,9.1,9.1,8.763,8.875,8.875,1983444
01/12/2016,9,9.6,8.85,9.5,9.5,2556868
02/12/2016,9.35,9.413,9.125,9.125,9.125,764308
05/12/2016,9,9.053,8.425,8.625,8.625,1596295
06/12/2016,8.325,8.81,8.28,8.375,8.375,1803202
07/12/2016,8.28,8.45,7.875,7.875,7.875,3547152
08/12/2016,7.88,8.375,7.8,7.875,7.875,5013500
09/12/2016,7.625,7.65,7.28,7.5,7.5,4917760
12/12/2016,7.7,8.36,7.7,8.25,8.25,3158554
13/12/2016,8.2,8.85,8.2,8.25,8.25,2802226
14/12/2016,8,8.1,7.75,7.875,7.875,1482063
15/12/2016,7.25,7.748,7,7.375,7.375,3263678
16/12/2016,7.28,8.2,7.28,8,8,6045592
19/12/2016,3.5,3.5,1.25,1.55,1.55,95412867
20/12/2016,1.65,1.84,1.303,1.625,1.625,46997199
21/12/2016,1.75,1.95,1.7,1.725,1.725,33020839
22/12/2016,1.83,1.9,1.6,1.625,1.625,30331424
23/12/2016,1.7,1.74,1.6,1.625,1.625,8480064
28/12/2016,1.65,1.74,1.57,1.65,1.65,13768996
29/12/2016,1.683,1.72,1.618,1.625,1.625,8671994
30/12/2016,1.649,1.65,1.62,1.625,1.625,2634668
03/01/2017,1.65,1.85,1.633,1.825,1.825,17957936
04/01/2017,1.99,2.425,1.986,2.3,2.3,27353621
05/01/2017,2.375,2.45,2.125,2.125,2.125,18145952
06/01/2017,2.15,2.235,2.053,2.075,2.075,8588567
09/01/2017,2.055,2.115,1.933,2,2,9056104
10/01/2017,1.982,2,1.855,1.875,1.875,9304145
11/01/2017,1.81,1.85,1.778,1.775,1.775,5856623
12/01/2017,1.803,1.95,1.75,1.85,1.85,6818208
13/01/2017,1.863,1.97,1.86,1.9,1.9,4681216
16/01/2017,1.89,1.96,1.8,1.825,1.825,2544552
17/01/2017,1.85,2.15,1.85,2.025,2.025,20285201
18/01/2017,1.955,2,1.81,1.875,1.875,5348130
19/01/2017,1.833,1.85,1.76,1.825,1.825,5562263
20/01/2017,1.781,1.875,1.78,1.8,1.8,3638912
23/01/2017,1.84,1.84,1.765,1.8,1.8,1688265
24/01/2017,1.781,1.9,1.765,1.85,1.85,4228330
25/01/2017,1.803,1.803,1.71,1.725,1.725,5160227
26/01/2017,1.733,1.75,1.615,1.625,1.625,3318491
27/01/2017,1.648,1.72,1.62,1.7,1.7,4378227
30/01/2017,1.651,1.67,1.61,1.625,1.625,1656125
31/01/2017,1.6,1.6,1.5,1.55,1.55,2813145
01/02/2017,1.52,1.588,1.52,1.525,1.525,1749479
02/02/2017,1.531,1.57,1.5,1.525,1.525,2648212
03/02/2017,1.501,1.501,1.45,1.475,1.475,3600057
06/02/2017,1.478,1.478,1.3,1.4,1.4,2742885
07/02/2017,1.44,1.44,1.326,1.325,1.325,3792193
08/02/2017,1.299,1.507,1.28,1.425,1.425,7514786
09/02/2017,1.37,1.4,1.315,1.375,1.375,3151987
10/02/2017,1.38,1.5,1.38,1.45,1.45,764695
13/02/2017,1.44,1.45,1.38,1.425,1.425,2408901
14/02/2017,1.403,1.403,1.36,1.375,1.375,2034500
15/02/2017,1.39,1.39,1.353,1.375,1.375,811943
16/02/2017,1.353,1.5,1.305,1.525,1.525,5036084
17/02/2017,1.58,1.58,1.415,1.475,1.475,3056804
20/02/2017,1.498,1.498,1.433,1.475,1.475,708689
21/02/2017,1.47,1.47,1.425,1.475,1.475,251028
22/02/2017,1.41,1.41,1.377,1.375,1.375,2127979
23/02/2017,1.377,1.42,1.377,1.4,1.4,1298036
24/02/2017,1.377,1.45,1.377,1.425,1.425,1153140
27/02/2017,1.377,1.45,1.377,1.425,1.425,1568049
28/02/2017,1.377,1.377,1.377,1.425,1.425,384083
01/03/2017,1.45,1.519,1.377,1.475,1.475,2357435
02/03/2017,1.43,1.5,1.43,1.425,1.425,416066
03/03/2017,1.4,1.469,1.4,1.425,1.425,241616
06/03/2017,1.46,1.5,1.4,1.525,1.525,1965568
07/03/2017,1.55,1.55,1.42,1.45,1.45,279298
08/03/2017,1.49,1.49,1.42,1.425,1.425,1582009
09/03/2017,1.41,1.45,1.385,1.425,1.425,650588
10/03/2017,1.38,1.45,1.38,1.4,1.4,150000
13/03/2017,1.355,1.355,1.355,1.375,1.375,1005922
14/03/2017,1.31,1.31,1.3,1.325,1.325,1084917
15/03/2017,1.33,1.33,1.3,1.325,1.325,350208
16/03/2017,1.33,1.33,1.31,1.325,1.325,156686
17/03/2017,1.33,1.35,1.31,1.35,1.35,813112
20/03/2017,1.31,1.35,1.31,1.35,1.35,547951
21/03/2017,1.3,1.3,1.22,1.3,1.3,4492204
22/03/2017,1.3,1.3,1.175,1.225,1.225,1592421
23/03/2017,1.238,1.238,1.16,1.225,1.225,1733145
24/03/2017,1.165,1.23,1.165,1.225,1.225,651754
27/03/2017,1.229,1.229,1.165,1.225,1.225,495967
28/03/2017,1.165,1.165,1.165,1.225,1.225,48179
29/03/2017,1.21,1.21,0.903,1,1,7181080
30/03/2017,1.018,1.018,1.01,1.025,1.025,379602
31/03/2017,0.985,0.985,0.911,0.95,0.95,2296318
03/04/2017,0.911,0.95,0.901,0.925,0.925,2452466
04/04/2017,0.93,0.93,0.85,0.875,0.875,1656106
05/04/2017,0.89,0.99,0.865,0.925,0.925,2657930
06/04/2017,0.931,1,0.93,0.975,0.975,3473815
07/04/2017,0.925,1.07,0.925,1.025,1.025,2310117
10/04/2017,1.07,1.09,1.025,1.05,1.05,1029801
11/04/2017,1.05,1.05,1.05,1.025,1.025,211761
12/04/2017,1.05,1.05,1,1.025,1.025,112395
13/04/2017,0.93,0.93,0.855,0.9,0.9,7165658
18/04/2017,0.9,0.95,0.901,0.925,0.925,1747805
19/04/2017,0.944,0.944,0.86,0.875,0.875,3050545
20/04/2017,0.878,0.878,0.86,0.875,0.875,456136
21/04/2017,0.861,0.9,0.853,0.9,0.9,1337524
24/04/2017,0.861,0.9,0.82,0.825,0.825,1439879
25/04/2017,0.85,0.875,0.85,0.85,0.85,692439
26/04/2017,0.87,0.87,0.825,0.85,0.85,1504226
27/04/2017,0.825,0.87,0.825,0.85,0.85,294066
28/04/2017,0.87,0.89,0.87,0.85,0.85,603370
02/05/2017,0.89,0.9,0.8,0.875,0.875,609593
03/05/2017,0.913,0.913,0.91,0.9,0.9,428497
04/05/2017,0.855,0.89,0.825,0.875,0.875,511460
05/05/2017,0.888,0.888,0.825,0.875,0.875,924680
08/05/2017,0.825,0.83,0.724,0.8,0.8,3770517
09/05/2017,0.773,0.83,0.773,0.8,0.8,198578
10/05/2017,0.778,0.83,0.778,0.8,0.8,179797
11/05/2017,0.83,0.83,0.783,0.8,0.8,92701
12/05/2017,0.783,0.82,0.783,0.8,0.8,800418
15/05/2017,0.784,0.82,0.7,0.775,0.775,623378
16/05/2017,0.751,0.82,0.751,0.775,0.775,1307933
17/05/2017,0.731,0.731,0.71,0.75,0.75,149124
18/05/2017,0.7,0.7,0.7,0.675,0.675,305000
19/05/2017,0.675,0.73,0.665,0.675,0.675,1074533
22/05/2017,0.7,0.7,0.65,0.675,0.675,715864
23/05/2017,0.675,0.675,0.62,0.65,0.65,935421
24/05/2017,0.61,0.645,0.575,0.625,0.625,5266630
25/05/2017,0.572,0.63,0.5,0.575,0.575,157882004
26/05/2017,0.556,0.58,0.535,0.575,0.575,14249363
30/05/2017,0.551,0.551,0.538,0.55,0.55,5829365
31/05/2017,0.54,0.56,0.54,0.55,0.55,5956009
01/06/2017,0.548,0.6,0.54,0.575,0.575,18118877
02/06/2017,0.55,0.565,0.55,0.575,0.575,6311459
05/06/2017,0.551,0.551,0.525,0.525,0.525,9073668
06/06/2017,0.539,0.569,0.5,0.55,0.55,22342162
07/06/2017,0.553,0.555,0.5,0.55,0.55,34780602
08/06/2017,0.538,0.55,0.5,0.55,0.55,16348828
09/06/2017,0.555,0.75,0.54,0.625,0.625,91418877
12/06/2017,0.65,0.72,0.6,0.65,0.65,89724194
13/06/2017,0.641,0.653,0.55,0.625,0.625,56551849
14/06/2017,0.608,0.69,0.608,0.65,0.65,37931296
15/06/2017,0.613,0.665,0.613,0.65,0.65,21641640
16/06/2017,0.642,0.642,0.6,0.6,0.6,14864527
19/06/2017,0.601,0.614,0.566,0.575,0.575,12225601
20/06/2017,0.566,0.61,0.561,0.6,0.6,15320643
21/06/2017,0.607,0.619,0.565,0.575,0.575,36002797
22/06/2017,0.565,0.582,0.553,0.575,0.575,9131356
23/06/2017,0.573,0.575,0.545,0.6,0.6,19885131
26/06/2017,0.574,0.648,0.557,0.58,0.58,35993255
27/06/2017,0.6,0.6,0.571,0.571,0.571,10538375
28/06/2017,0.585,0.585,0.585,0.585,0.585,27606497
29/06/2017,0.582,0.585,0.568,0.575,0.575,11559381
30/06/2017,0.59,0.59,0.568,0.575,0.575,8898297
03/07/2017,0.585,0.65,0.585,0.6,0.6,28831110
04/07/2017,0.62,0.739,0.62,0.675,0.675,92929106
05/07/2017,0.694,0.82,0.665,0.7,0.7,76916318
06/07/2017,0.687,0.75,0.681,0.7,0.7,23171889
07/07/2017,0.681,0.75,0.67,0.7,0.7,42812150
10/07/2017,0.717,0.85,0.67,0.775,0.775,100803586
11/07/2017,0.8,0.8,0.8,0.8,0.8,58099547
12/07/2017,0.734,0.768,0.685,0.75,0.75,24460012
13/07/2017,0.715,0.769,0.703,0.75,0.75,23042236
14/07/2017,0.713,0.744,0.68,0.7,0.7,7922277
17/07/2017,0.681,0.71,0.648,0.65,0.65,21143972
18/07/2017,0.651,0.669,0.61,0.65,0.65,27847469
19/07/2017,0.667,0.689,0.62,0.65,0.65,14344136
20/07/2017,0.638,0.77,0.638,0.7,0.7,15504499
21/07/2017,0.698,0.698,0.644,0.675,0.675,6699638
24/07/2017,0.659,0.675,0.605,0.65,0.65,20565433
25/07/2017,0.62,0.645,0.612,0.625,0.625,12349608
26/07/2017,0.605,0.66,0.581,0.65,0.65,34364865
27/07/2017,0.61,0.74,0.59,0.675,0.675,30128377
28/07/2017,0.688,0.688,0.626,0.65,0.65,8128904
31/07/2017,0.669,0.669,0.62,0.625,0.625,21630737
01/08/2017,0.649,0.669,0.6,0.625,0.625,14041483
02/08/2017,0.638,0.645,0.625,0.625,0.625,2314084
03/08/2017,0.645,0.74,0.6,0.7,0.7,39168888
04/08/2017,0.675,0.725,0.651,0.7,0.7,32051598
07/08/2017,0.695,0.71,0.65,0.675,0.675,17704944
08/08/2017,0.644,0.69,0.644,0.675,0.675,16102967
09/08/2017,0.694,0.749,0.666,0.7,0.7,59151986
10/08/2017,0.68,0.708,0.641,0.65,0.65,23809939
11/08/2017,0.625,0.681,0.581,0.65,0.65,43829787
14/08/2017,0.602,0.625,0.581,0.6,0.6,14318988
15/08/2017,0.619,0.62,0.572,0.6,0.6,13796293
16/08/2017,0.58,0.64,0.58,0.625,0.625,8774818
17/08/2017,0.606,0.638,0.6,0.625,0.625,19599007
18/08/2017,0.601,0.645,0.585,0.625,0.625,6897345
21/08/2017,0.645,0.645,0.581,0.6,0.6,12395827
22/08/2017,0.609,0.619,0.57,0.6,0.6,12478280
23/08/2017,0.609,0.609,0.573,0.575,0.575,11739273
24/08/2017,0.583,0.6,0.583,0.575,0.575,3143860
25/08/2017,0.585,0.595,0.565,0.575,0.575,7434230
29/08/2017,0.575,0.611,0.558,0.575,0.575,9513186
30/08/2017,0.58,0.58,0.53,0.575,0.575,19571723
31/08/2017,0.55,0.6,0.5,0.575,0.575,26927103
01/09/2017,0.598,0.598,0.561,0.575,0.575,2923808
04/09/2017,0.555,0.58,0.535,0.575,0.575,14236126
05/09/2017,0.551,0.588,0.54,0.575,0.575,13988589
06/09/2017,0.552,0.561,0.55,0.575,0.575,1382030
07/09/2017,0.55,0.569,0.535,0.575,0.575,12637951
08/09/2017,0.55,0.577,0.55,0.575,0.575,14325618
11/09/2017,0.55,0.574,0.535,0.575,0.575,12893250
12/09/2017,0.563,0.563,0.511,0.575,0.575,34325080
13/09/2017,0.559,0.63,0.55,0.575,0.575,41190179
14/09/2017,0.59,0.6,0.563,0.575,0.575,24464330
15/09/2017,0.599,0.619,0.578,0.6,0.6,12014601
18/09/2017,0.613,0.669,0.61,0.625,0.625,45400476
19/09/2017,0.629,0.629,0.603,0.625,0.625,20163787
20/09/2017,0.611,0.739,0.611,0.725,0.725,32772109
21/09/2017,0.734,1.3,0.706,1.075,1.075,247416035
22/09/2017,1.075,1.378,1.065,1.125,1.125,101981624
25/09/2017,1.101,1.84,0.95,1.75,1.75,161242545
26/09/2017,1.76,1.95,1.43,1.675,1.675,112194201
27/09/2017,1.45,1.54,1.1,1.35,1.35,71232902
28/09/2017,1.39,1.71,1.375,1.6,1.6,56924589
29/09/2017,1.607,1.607,1.4,1.5,1.5,26156039
02/10/2017,1.21,1.29,1.06,1.1,1.1,134625895
03/10/2017,1.129,1.25,1.081,1.175,1.175,76904221
04/10/2017,1.19,1.197,1.061,1.075,1.075,32897722
05/10/2017,1.081,1.09,0.975,1.075,1.075,40791358
06/10/2017,1.061,1.09,1.031,1.075,1.075,13326776
09/10/2017,1.051,1.14,1.05,1.125,1.125,32388903
10/10/2017,1.1,1.1,1.06,1.075,1.075,13127191
11/10/2017,1.053,1.069,1.021,1.05,1.05,33067969
12/10/2017,1.047,1.056,0.96,1.025,1.025,26885350
13/10/2017,1.013,1.05,1,1.05,1.05,24090487
16/10/2017,1.01,1.23,1.001,1.225,1.225,102097166
17/10/2017,1.16,1.28,1.15,1.175,1.175,41319341
18/10/2017,1.162,1.179,1.08,1.125,1.125,23786031
19/10/2017,1.101,1.325,1.08,1.1,1.1,39482658
20/10/2017,1.116,1.18,1.063,1.125,1.125,30570597
23/10/2017,1.114,1.149,1.1,1.125,1.125,14091309
24/10/2017,1.12,1.125,1.031,1.1,1.1,31974608
25/10/2017,1.12,1.12,1.058,1.075,1.075,12844931
26/10/2017,1.1,1.15,1.07,1.125,1.125,18142243
27/10/2017,1.111,1.24,1.05,1.2,1.2,31106763
30/10/2017,1.195,1.2,1.058,1.075,1.075,27714348
31/10/2017,1.071,1.119,1.071,1.1,1.1,17436798
01/11/2017,1.119,1.119,1.09,1.1,1.1,4452608
02/11/2017,1.096,1.119,1.075,1.075,1.075,9565129
03/11/2017,1.081,1.23,1.075,1.1,1.1,81157740
06/11/2017,1.086,1.119,1.07,1.1,1.1,19224209
07/11/2017,1.08,1.119,1.08,1.1,1.1,8265734
08/11/2017,1.088,1.09,1.06,1.075,1.075,12812600
09/11/2017,1.06,1.09,1.022,1.05,1.05,25615233
10/11/2017,1.043,1.119,1.043,1.075,1.075,31329082
13/11/2017,1.047,1.047,0.855,0.95,0.95,57032508
14/11/2017,0.933,0.969,0.865,0.925,0.925,19890106
15/11/2017,0.908,0.95,0.875,0.9,0.9,11532190
16/11/2017,0.893,0.908,0.83,0.875,0.875,38268024
17/11/2017,0.848,0.85,0.781,0.825,0.825,44844460
20/11/2017,0.8,0.8,0.8,0.8,0.8,36500
21/11/2017,0.775,0.775,0.775,0.775,0.775,0
22/11/2017,0.775,0.775,0.775,0.775,0.775,0
23/11/2017,0.775,0.775,0.775,0.775,0.775,0
24/11/2017,0.8,0.8,0.8,0.8,0.8,5448854
27/11/2017,0.775,0.775,0.775,0.775,0.775,0
28/11/2017,0.76,0.75,0.75,0.75,0.75,16489041
29/11/2017,0.772,0.77,0.769,0.77,0.77,15123241
30/11/2017,0.755,0.75,0.75,0.75,0.75,8685922
01/12/2017,0.708,0.729,0.681,0.7,0.7,9672755
04/12/2017,0.719,0.87,0.693,0.8,0.8,64141267
05/12/2017,0.782,0.798,0.715,0.725,0.725,12639379
06/12/2017,0.748,0.763,0.726,0.725,0.725,20398804
07/12/2017,0.744,0.755,0.755,0.75,0.75,25232532
08/12/2017,0.75,0.75,0.7,0.725,0.725,6462775
11/12/2017,0.713,0.68,0.68,0.68,0.68,16482701
12/12/2017,0.631,0.689,0.631,0.675,0.675,4228803
13/12/2017,0.65,0.699,0.631,0.675,0.675,17311637
14/12/2017,0.65,0.672,0.65,0.675,0.675,7577252
15/12/2017,0.664,0.69,0.6,0.625,0.625,20614879
18/12/2017,0.63,0.63,0.565,0.575,0.575,18125519
19/12/2017,0.567,0.644,0.567,0.625,0.625,11738602
20/12/2017,0.613,0.66,0.613,0.625,0.625,13380484
21/12/2017,0.649,0.749,0.628,0.7,0.7,22450690
22/12/2017,0.719,0.719,0.66,0.675,0.675,6149892
27/12/2017,0.653,0.694,0.653,0.675,0.675,1892482
28/12/2017,0.654,0.69,0.653,0.675,0.675,6859902
29/12/2017,0.674,0.675,0.653,0.675,0.675,4713357
02/01/2018,0.673,0.679,0.613,0.625,0.625,10575603
03/01/2018,0.623,0.65,0.605,0.625,0.625,8680568
04/01/2018,0.626,0.6,0.6,0.6,0.6,24699396
05/01/2018,0.61,0.65,0.56,0.625,0.625,21600476
08/01/2018,0.6,0.643,0.585,0.625,0.625,13330948
09/01/2018,0.616,0.63,0.63,0.625,0.625,6927434
10/01/2018,0.611,0.789,0.611,0.775,0.775,52155905
11/01/2018,0.753,0.753,0.711,0.725,0.725,7345914
12/01/2018,0.7,0.722,0.655,0.675,0.675,10771593
15/01/2018,0.688,0.688,0.65,0.675,0.675,12473606
16/01/2018,0.667,0.667,0.625,0.625,0.625,8319841
17/01/2018,0.641,0.748,0.641,0.675,0.675,19568752
18/01/2018,0.694,0.699,0.658,0.675,0.675,7343168
19/01/2018,0.699,0.74,0.65,0.725,0.725,32414909
22/01/2018,0.68,0.699,0.66,0.675,0.675,7384012
23/01/2018,0.661,0.677,0.653,0.675,0.675,7069057
24/01/2018,0.665,0.672,0.65,0.65,0.65,5706994
25/01/2018,0.641,0.659,0.641,0.65,0.65,7438444
